request_date,blood_group,hospital_id,units_requested,request_count,avg_urgency_score,day_of_week,month,week_of_year,blood_group_enc,lag_1_units,lag_7_units,rolling_7d_mean
2025-08-05,AB+,HOS015,1,1,0.0,1,8,32,3,0.0,0.0,0.0
2025-08-23,AB+,HOS015,2,1,0.0,5,8,34,3,1.0,0.0,1.0
2025-09-23,AB+,HOS015,1,1,0.0,1,9,39,3,2.0,0.0,1.5
2025-09-27,AB+,HOS015,8,1,2.0,5,9,39,3,1.0,0.0,1.3333333333333333
2025-10-02,AB+,HOS015,2,1,0.0,3,10,40,3,8.0,0.0,3.0
2025-11-27,AB+,HOS015,2,1,1.0,3,11,48,3,2.0,0.0,2.8
2025-12-14,AB+,HOS015,11,1,3.0,6,12,50,3,2.0,0.0,2.6666666666666665
2026-02-19,AB+,HOS015,1,1,0.0,3,2,8,3,11.0,1.0,3.857142857142857
2026-02-23,AB+,HOS015,8,1,3.0,0,2,9,3,1.0,2.0,3.857142857142857
2026-03-05,AB+,HOS015,14,1,3.0,3,3,10,3,8.0,1.0,4.714285714285714
2026-04-20,AB+,HOS015,3,1,1.0,0,4,17,3,14.0,8.0,6.571428571428571
2025-05-11,AB+,HOS016,5,1,2.0,6,5,19,3,0.0,0.0,0.0
2025-05-22,AB+,HOS016,1,1,0.0,3,5,21,3,5.0,0.0,5.0
2025-06-10,AB+,HOS016,1,1,0.0,1,6,24,3,1.0,0.0,3.0
2025-06-21,AB+,HOS016,2,1,0.0,5,6,25,3,1.0,0.0,2.3333333333333335
2025-11-15,AB+,HOS016,6,1,2.0,5,11,46,3,2.0,0.0,2.25
2025-12-28,AB+,HOS016,7,1,2.0,6,12,52,3,6.0,0.0,3.0
2026-01-19,AB+,HOS016,2,1,1.0,0,1,4,3,7.0,0.0,3.6666666666666665
2026-02-14,AB+,HOS016,7,1,2.0,5,2,7,3,2.0,5.0,3.4285714285714284
2025-05-06,AB+,HOS017,2,1,1.0,1,5,19,3,0.0,0.0,0.0
2025-05-17,AB+,HOS017,4,1,1.0,5,5,20,3,2.0,0.0,2.0
2025-06-09,AB+,HOS017,4,1,2.0,0,6,24,3,4.0,0.0,3.0
2025-11-08,AB+,HOS017,4,1,1.0,5,11,45,3,4.0,0.0,3.3333333333333335
2025-11-17,AB+,HOS017,3,1,1.0,0,11,47,3,4.0,0.0,3.5
2026-01-01,AB+,HOS017,2,1,0.0,3,1,1,3,3.0,0.0,3.4
2026-01-04,AB+,HOS017,2,1,0.0,6,1,1,3,2.0,0.0,3.1666666666666665
2026-02-18,AB+,HOS017,4,1,2.0,2,2,8,3,2.0,2.0,3.0
2025-05-10,AB+,HOS018,1,1,0.0,5,5,19,3,0.0,0.0,0.0
2025-05-29,AB+,HOS018,1,1,0.0,3,5,22,3,1.0,0.0,1.0
2025-06-17,AB+,HOS018,2,1,0.0,1,6,25,3,1.0,0.0,1.0
2025-10-12,AB+,HOS018,6,1,2.0,6,10,41,3,2.0,0.0,1.3333333333333333
2025-10-13,AB+,HOS018,4,1,1.0,0,10,42,3,6.0,0.0,2.5
2025-10-15,AB+,HOS018,4,1,1.0,2,10,42,3,4.0,0.0,2.8
2025-11-27,AB+,HOS018,4,1,1.0,3,11,48,3,4.0,0.0,3.0
2026-03-22,AB+,HOS018,4,1,1.0,6,3,12,3,4.0,1.0,3.142857142857143
2025-05-23,AB+,HOS019,2,1,0.0,4,5,21,3,0.0,0.0,0.0
2025-06-23,AB+,HOS019,7,1,2.0,0,6,26,3,2.0,0.0,2.0
2025-10-17,AB+,HOS019,1,1,0.0,4,10,42,3,7.0,0.0,4.5
2026-02-08,AB+,HOS019,1,1,0.0,6,2,6,3,1.0,0.0,3.3333333333333335
2026-03-07,AB+,HOS019,2,1,1.0,5,3,10,3,1.0,0.0,2.75
2026-03-21,AB+,HOS019,4,1,1.0,5,3,12,3,2.0,0.0,2.6
2026-04-21,AB+,HOS019,7,1,2.0,1,4,17,3,4.0,0.0,2.8333333333333335
2025-05-08,AB+,HOS020,8,1,3.0,3,5,19,3,0.0,0.0,0.0
2025-07-27,AB+,HOS020,2,1,0.0,6,7,30,3,8.0,0.0,8.0
2025-07-28,AB+,HOS020,5,1,2.0,0,7,31,3,2.0,0.0,5.0
2025-08-17,AB+,HOS020,1,1,0.0,6,8,33,3,5.0,0.0,5.0
2025-08-20,AB+,HOS020,2,1,0.0,2,8,34,3,1.0,0.0,4.0
2025-09-29,AB+,HOS020,7,1,2.0,0,9,40,3,2.0,0.0,3.6
2025-11-02,AB+,HOS020,1,1,0.0,6,11,44,3,7.0,0.0,4.166666666666667
2025-11-17,AB+,HOS020,6,1,2.0,0,11,47,3,1.0,8.0,3.7142857142857144
2025-11-29,AB+,HOS020,4,1,1.0,5,11,48,3,6.0,2.0,3.4285714285714284
2025-12-19,AB+,HOS020,2,1,1.0,4,12,51,3,4.0,5.0,3.7142857142857144
2026-02-04,AB+,HOS020,2,1,0.0,2,2,6,3,2.0,1.0,3.2857142857142856
2025-05-11,AB+,HOS021,4,1,2.0,6,5,19,3,0.0,0.0,0.0
2025-10-13,AB+,HOS021,5,1,2.0,0,10,42,3,4.0,0.0,4.0
2025-11-24,AB+,HOS021,2,1,1.0,0,11,48,3,5.0,0.0,4.5
2026-01-12,AB+,HOS021,4,1,2.0,0,1,3,3,2.0,0.0,3.6666666666666665
2026-03-14,AB+,HOS021,5,1,2.0,5,3,11,3,4.0,0.0,3.75
2026-04-11,AB+,HOS021,5,1,2.0,5,4,15,3,5.0,0.0,4.0
2025-09-02,AB-,HOS019,1,1,0.0,1,9,36,7,0.0,0.0,0.0
2025-06-15,B+,HOS001,3,1,1.0,6,6,24,2,0.0,0.0,0.0
2025-06-18,B+,HOS001,2,1,0.0,2,6,25,2,3.0,0.0,3.0
2025-06-20,B+,HOS001,12,1,3.0,4,6,25,2,2.0,0.0,2.5
2025-06-22,B+,HOS001,4,1,1.0,6,6,25,2,12.0,0.0,5.666666666666667
2025-08-08,B+,HOS001,4,1,1.0,4,8,32,2,4.0,0.0,5.25
2025-08-11,B+,HOS001,1,1,0.0,0,8,33,2,4.0,0.0,5.0
2025-09-02,B+,HOS001,2,1,1.0,1,9,36,2,1.0,0.0,4.333333333333333
2025-09-23,B+,HOS001,1,1,0.0,1,9,39,2,2.0,3.0,4.0
2025-09-29,B+,HOS001,2,1,1.0,0,9,40,2,1.0,2.0,3.7142857142857144
2025-12-27,B+,HOS001,4,1,1.0,5,12,52,2,2.0,12.0,3.7142857142857144
2025-12-29,B+,HOS001,3,1,1.0,0,12,1,2,4.0,4.0,2.5714285714285716
2026-01-01,B+,HOS001,2,1,1.0,3,1,1,2,3.0,4.0,2.4285714285714284
2026-01-03,B+,HOS001,5,1,2.0,5,1,1,2,2.0,1.0,2.142857142857143
2026-01-18,B+,HOS001,3,1,1.0,6,1,3,2,5.0,2.0,2.7142857142857144
2026-02-23,B+,HOS001,4,1,2.0,0,2,9,2,3.0,1.0,2.857142857142857
2026-03-13,B+,HOS001,4,1,1.0,4,3,11,2,4.0,2.0,3.2857142857142856
2026-03-28,B+,HOS001,12,1,3.0,5,3,13,2,4.0,4.0,3.5714285714285716
2026-04-07,B+,HOS001,2,1,1.0,1,4,15,2,12.0,3.0,4.714285714285714
2025-05-11,B+,HOS002,4,1,1.0,6,5,19,2,0.0,0.0,0.0
2025-06-12,B+,HOS002,6,1,2.0,3,6,24,2,4.0,0.0,4.0
2025-07-06,B+,HOS002,3,1,1.0,6,7,27,2,6.0,0.0,5.0
2025-08-05,B+,HOS002,8,1,2.0,1,8,32,2,3.0,0.0,4.333333333333333
2025-08-20,B+,HOS002,4,1,1.0,2,8,34,2,8.0,0.0,5.25
2025-08-23,B+,HOS002,2,1,1.0,5,8,34,2,4.0,0.0,5.0
2025-09-06,B+,HOS002,2,1,1.0,5,9,36,2,2.0,0.0,4.5
2025-09-16,B+,HOS002,2,1,1.0,1,9,38,2,2.0,4.0,4.142857142857143
2025-10-15,B+,HOS002,2,1,0.0,2,10,42,2,2.0,6.0,3.857142857142857
2025-11-03,B+,HOS002,2,1,0.0,0,11,45,2,2.0,3.0,3.2857142857142856
2025-11-06,B+,HOS002,4,1,2.0,3,11,45,2,2.0,8.0,3.142857142857143
2025-11-20,B+,HOS002,2,1,0.0,3,11,47,2,4.0,4.0,2.5714285714285716
2025-12-09,B+,HOS002,4,1,2.0,1,12,50,2,2.0,2.0,2.2857142857142856
2026-03-06,B+,HOS002,2,1,1.0,4,3,10,2,4.0,2.0,2.5714285714285716
2026-03-22,B+,HOS002,4,1,2.0,6,3,12,2,2.0,2.0,2.5714285714285716
2026-03-23,B+,HOS002,2,1,0.0,0,3,13,2,4.0,2.0,2.857142857142857
2026-03-27,B+,HOS002,2,1,1.0,4,3,13,2,2.0,2.0,2.857142857142857
2026-03-28,B+,HOS002,2,1,1.0,5,3,13,2,2.0,4.0,2.857142857142857
2026-05-02,B+,HOS002,2,1,1.0,5,5,18,2,2.0,2.0,2.5714285714285716
2025-05-28,B+,HOS003,5,1,2.0,2,5,22,2,0.0,0.0,0.0
2025-05-30,B+,HOS003,2,1,1.0,4,5,22,2,5.0,0.0,5.0
2025-06-14,B+,HOS003,4,1,2.0,5,6,24,2,2.0,0.0,3.5
2025-06-16,B+,HOS003,7,1,2.0,0,6,25,2,4.0,0.0,3.6666666666666665
2025-06-24,B+,HOS003,1,1,0.0,1,6,26,2,7.0,0.0,4.5
2025-08-04,B+,HOS003,4,1,1.0,0,8,32,2,1.0,0.0,3.8
2025-08-23,B+,HOS003,3,1,1.0,5,8,34,2,4.0,0.0,3.8333333333333335
2025-10-02,B+,HOS003,6,1,2.0,3,10,40,2,3.0,5.0,3.7142857142857144
2025-10-07,B+,HOS003,7,1,2.0,1,10,41,2,6.0,2.0,3.857142857142857
2025-11-01,B+,HOS003,5,1,2.0,5,11,44,2,7.0,4.0,4.571428571428571
2025-11-12,B+,HOS003,2,1,1.0,2,11,46,2,5.0,7.0,4.714285714285714
2025-12-04,B+,HOS003,2,1,1.0,3,12,49,2,2.0,1.0,4.0
2025-12-27,B+,HOS003,4,1,1.0,5,12,52,2,2.0,4.0,4.142857142857143
2026-01-01,B+,HOS003,12,1,3.0,3,1,1,2,4.0,3.0,4.142857142857143
2026-01-13,B+,HOS003,5,1,2.0,1,1,3,2,12.0,6.0,5.428571428571429
2026-01-16,B+,HOS003,8,1,2.0,4,1,3,2,5.0,7.0,5.285714285714286
2026-01-28,B+,HOS003,4,1,1.0,2,1,5,2,8.0,5.0,5.428571428571429
2026-02-03,B+,HOS003,2,1,0.0,1,2,6,2,4.0,2.0,5.285714285714286
2026-03-04,B+,HOS003,4,1,1.0,2,3,10,2,2.0,2.0,5.285714285714286
2026-03-21,B+,HOS003,4,1,1.0,5,3,12,2,4.0,4.0,5.571428571428571
2026-04-20,B+,HOS003,5,1,2.0,0,4,17,2,4.0,12.0,5.571428571428571
2026-04-22,B+,HOS003,3,1,1.0,2,4,17,2,5.0,5.0,4.571428571428571
2025-05-04,B+,HOS004,4,1,1.0,6,5,18,2,0.0,0.0,0.0
2025-06-15,B+,HOS004,1,1,0.0,6,6,24,2,4.0,0.0,4.0
2025-06-19,B+,HOS004,2,1,1.0,3,6,25,2,1.0,0.0,2.5
2025-07-01,B+,HOS004,1,1,0.0,1,7,27,2,2.0,0.0,2.3333333333333335
2025-07-10,B+,HOS004,4,1,1.0,3,7,28,2,1.0,0.0,2.0
2025-07-31,B+,HOS004,4,1,1.0,3,7,31,2,4.0,0.0,2.4
2025-08-10,B+,HOS004,4,1,2.0,6,8,32,2,4.0,0.0,2.6666666666666665
2025-08-14,B+,HOS004,4,1,1.0,3,8,33,2,4.0,4.0,2.857142857142857
2025-08-19,B+,HOS004,3,1,1.0,1,8,34,2,4.0,1.0,2.857142857142857
2025-09-15,B+,HOS004,4,1,1.0,0,9,38,2,3.0,2.0,3.142857142857143
2025-09-26,B+,HOS004,3,1,1.0,4,9,39,2,4.0,1.0,3.4285714285714284
2025-10-24,B+,HOS004,2,1,1.0,4,10,43,2,3.0,4.0,3.7142857142857144
2025-10-25,B+,HOS004,4,2,0.5,5,10,43,2,2.0,4.0,3.4285714285714284
2025-10-28,B+,HOS004,3,1,1.0,1,10,44,2,4.0,4.0,3.4285714285714284
2025-12-02,B+,HOS004,1,1,0.0,1,12,49,2,3.0,4.0,3.2857142857142856
2025-12-06,B+,HOS004,3,1,1.0,5,12,49,2,1.0,3.0,2.857142857142857
2026-01-07,B+,HOS004,3,1,1.0,2,1,2,2,3.0,4.0,2.857142857142857
2026-01-12,B+,HOS004,4,1,1.0,0,1,3,2,3.0,3.0,2.7142857142857144
2026-02-09,B+,HOS004,2,1,1.0,0,2,7,2,4.0,2.0,2.857142857142857
2026-02-10,B+,HOS004,2,1,0.0,1,2,7,2,2.0,4.0,2.857142857142857
2026-02-12,B+,HOS004,8,1,2.0,3,2,7,2,2.0,3.0,2.5714285714285716
2026-02-18,B+,HOS004,2,1,0.0,2,2,8,2,8.0,1.0,3.2857142857142856
2026-03-26,B+,HOS004,2,1,0.0,3,3,13,2,2.0,3.0,3.4285714285714284
2025-05-03,B+,HOS005,7,1,2.0,5,5,18,2,0.0,0.0,0.0
2025-05-23,B+,HOS005,6,1,2.0,4,5,21,2,7.0,0.0,7.0
2025-05-24,B+,HOS005,4,1,2.0,5,5,21,2,6.0,0.0,6.5
2025-05-25,B+,HOS005,2,1,1.0,6,5,21,2,4.0,0.0,5.666666666666667
2025-05-28,B+,HOS005,4,1,1.0,2,5,22,2,2.0,0.0,4.75
2025-05-30,B+,HOS005,1,1,0.0,4,5,22,2,4.0,0.0,4.6
2025-07-29,B+,HOS005,4,1,1.0,1,7,31,2,1.0,0.0,4.0
2025-08-10,B+,HOS005,1,1,0.0,6,8,32,2,4.0,7.0,4.0
2025-09-06,B+,HOS005,2,1,0.0,5,9,36,2,1.0,6.0,3.142857142857143
2025-09-19,B+,HOS005,3,1,1.0,4,9,38,2,2.0,4.0,2.5714285714285716
2025-11-02,B+,HOS005,2,1,1.0,6,11,44,2,3.0,2.0,2.4285714285714284
2025-11-05,B+,HOS005,6,1,2.0,2,11,45,2,2.0,4.0,2.4285714285714284
2025-11-08,B+,HOS005,4,1,2.0,5,11,45,2,6.0,1.0,2.7142857142857144
2025-12-07,B+,HOS005,1,1,0.0,6,12,49,2,4.0,4.0,3.142857142857143
2026-01-03,B+,HOS005,8,1,2.0,5,1,1,2,1.0,1.0,2.7142857142857144
2026-01-21,B+,HOS005,1,1,0.0,2,1,4,2,8.0,2.0,3.7142857142857144
2026-02-20,B+,HOS005,4,1,1.0,4,2,8,2,1.0,3.0,3.5714285714285716
2026-03-12,B+,HOS005,1,1,0.0,3,3,11,2,4.0,2.0,3.7142857142857144
2026-03-14,B+,HOS005,2,1,0.0,5,3,11,2,1.0,6.0,3.5714285714285716
2026-03-28,B+,HOS005,1,1,0.0,5,3,13,2,2.0,4.0,3.0
2026-04-14,B+,HOS005,15,1,3.0,1,4,16,2,1.0,1.0,2.5714285714285716
2026-04-17,B+,HOS005,2,1,1.0,4,4,16,2,15.0,8.0,4.571428571428571
2026-05-02,B+,HOS005,3,1,1.0,5,5,18,2,2.0,1.0,3.7142857142857144
2025-05-04,B+,HOS006,2,1,0.0,6,5,18,2,0.0,0.0,0.0
2025-05-28,B+,HOS006,3,1,1.0,2,5,22,2,2.0,0.0,2.0
2025-06-01,B+,HOS006,5,2,0.5,6,6,22,2,3.0,0.0,2.5
2025-06-07,B+,HOS006,2,1,0.0,5,6,23,2,5.0,0.0,3.3333333333333335
2025-06-21,B+,HOS006,7,1,2.0,5,6,25,2,2.0,0.0,3.0
2025-06-22,B+,HOS006,1,1,0.0,6,6,25,2,7.0,0.0,3.8
2025-06-28,B+,HOS006,4,1,1.0,5,6,26,2,1.0,0.0,3.3333333333333335
2025-06-30,B+,HOS006,1,1,0.0,0,6,27,2,4.0,2.0,3.4285714285714284
2025-07-13,B+,HOS006,5,1,2.0,6,7,28,2,1.0,3.0,3.2857142857142856
2025-07-21,B+,HOS006,1,1,0.0,0,7,30,2,5.0,5.0,3.5714285714285716
2025-08-01,B+,HOS006,4,1,1.0,4,8,31,2,1.0,2.0,3.0
2025-08-07,B+,HOS006,2,1,0.0,3,8,32,2,4.0,7.0,3.2857142857142856
2025-09-24,B+,HOS006,2,1,1.0,2,9,39,2,2.0,1.0,2.5714285714285716
2025-10-25,B+,HOS006,4,1,2.0,5,10,43,2,2.0,4.0,2.7142857142857144
2025-11-08,B+,HOS006,2,1,1.0,5,11,45,2,4.0,1.0,2.7142857142857144
2025-12-03,B+,HOS006,8,1,2.0,2,12,49,2,2.0,5.0,2.857142857142857
2025-12-23,B+,HOS006,6,1,2.0,1,12,52,2,8.0,1.0,3.2857142857142856
2026-01-01,B+,HOS006,1,1,0.0,3,1,1,2,6.0,4.0,4.0
2026-01-08,B+,HOS006,3,1,1.0,3,1,2,2,1.0,2.0,3.5714285714285716
2026-01-09,B+,HOS006,2,1,0.0,4,1,2,2,3.0,2.0,3.7142857142857144
2026-01-10,B+,HOS006,2,1,1.0,5,1,2,2,2.0,4.0,3.7142857142857144
2026-02-14,B+,HOS006,6,1,2.0,5,2,7,2,2.0,2.0,3.4285714285714284
2026-02-24,B+,HOS006,2,1,0.0,1,2,9,2,6.0,8.0,4.0
2026-03-10,B+,HOS006,6,1,2.0,1,3,11,2,2.0,6.0,3.142857142857143
2026-03-21,B+,HOS006,6,2,1.0,5,3,12,2,6.0,1.0,3.142857142857143
2026-03-28,B+,HOS006,2,1,0.0,5,3,13,2,6.0,3.0,3.857142857142857
2026-04-28,B+,HOS006,2,1,0.0,1,4,18,2,2.0,2.0,3.7142857142857144
2026-05-02,B+,HOS006,2,1,1.0,5,5,18,2,2.0,2.0,3.7142857142857144
2025-05-11,B+,HOS007,12,1,3.0,6,5,19,2,0.0,0.0,0.0
2025-05-21,B+,HOS007,6,1,3.0,2,5,21,2,12.0,0.0,12.0
2025-05-22,B+,HOS007,5,1,2.0,3,5,21,2,6.0,0.0,9.0
2025-06-05,B+,HOS007,5,1,2.0,3,6,23,2,5.0,0.0,7.666666666666667
2025-06-09,B+,HOS007,1,1,0.0,0,6,24,2,5.0,0.0,7.0
2025-07-09,B+,HOS007,5,1,2.0,2,7,28,2,1.0,0.0,5.8
2025-07-25,B+,HOS007,8,1,2.0,4,7,30,2,5.0,0.0,5.666666666666667
2025-08-04,B+,HOS007,2,1,0.0,0,8,32,2,8.0,12.0,6.0
2025-08-08,B+,HOS007,2,1,0.0,4,8,32,2,2.0,6.0,4.571428571428571
2025-08-12,B+,HOS007,2,1,0.0,1,8,33,2,2.0,5.0,4.0
2025-08-22,B+,HOS007,2,1,1.0,4,8,34,2,2.0,5.0,3.5714285714285716
2025-08-24,B+,HOS007,1,1,0.0,6,8,34,2,2.0,1.0,3.142857142857143
2025-08-30,B+,HOS007,2,1,1.0,5,8,35,2,1.0,5.0,3.142857142857143
2025-09-08,B+,HOS007,2,1,0.0,0,9,37,2,2.0,8.0,2.7142857142857144
2025-09-19,B+,HOS007,3,1,1.0,4,9,38,2,2.0,2.0,1.8571428571428572
2025-10-07,B+,HOS007,3,1,1.0,1,10,41,2,3.0,2.0,2.0
2025-10-18,B+,HOS007,1,1,0.0,5,10,42,2,3.0,2.0,2.142857142857143
2025-10-19,B+,HOS007,6,1,2.0,6,10,42,2,1.0,2.0,2.0
2025-11-10,B+,HOS007,2,1,1.0,0,11,46,2,6.0,1.0,2.5714285714285716
2025-11-23,B+,HOS007,2,1,0.0,6,11,47,2,2.0,2.0,2.7142857142857144
2025-11-26,B+,HOS007,2,1,0.0,2,11,48,2,2.0,2.0,2.7142857142857144
2025-12-15,B+,HOS007,3,1,1.0,0,12,51,2,2.0,3.0,2.7142857142857144
2025-12-26,B+,HOS007,7,1,2.0,4,12,52,2,3.0,3.0,2.7142857142857144
2025-12-31,B+,HOS007,2,1,1.0,2,12,1,2,7.0,1.0,3.2857142857142856
2026-02-04,B+,HOS007,8,1,2.0,2,2,6,2,2.0,6.0,3.4285714285714284
2026-02-20,B+,HOS007,6,1,2.0,4,2,8,2,8.0,2.0,3.7142857142857144
2026-02-26,B+,HOS007,1,1,0.0,3,2,9,2,6.0,2.0,4.285714285714286
2026-03-27,B+,HOS007,3,1,1.0,4,3,13,2,1.0,2.0,4.142857142857143
2025-05-06,B+,HOS008,4,1,1.0,1,5,19,2,0.0,0.0,0.0
2025-05-27,B+,HOS008,4,1,1.0,1,5,22,2,4.0,0.0,4.0
2025-06-03,B+,HOS008,7,2,1.0,1,6,23,2,4.0,0.0,4.0
2025-06-16,B+,HOS008,1,1,0.0,0,6,25,2,7.0,0.0,5.0
2025-07-27,B+,HOS008,2,1,0.0,6,7,30,2,1.0,0.0,4.0
2025-08-19,B+,HOS008,2,1,0.0,1,8,34,2,2.0,0.0,3.6
2025-10-17,B+,HOS008,7,1,2.0,4,10,42,2,2.0,0.0,3.3333333333333335
2025-11-06,B+,HOS008,1,1,0.0,3,11,45,2,7.0,4.0,3.857142857142857
2025-11-09,B+,HOS008,1,1,0.0,6,11,45,2,1.0,4.0,3.4285714285714284
2025-11-12,B+,HOS008,1,1,0.0,2,11,46,2,1.0,7.0,3.0
2025-11-13,B+,HOS008,4,1,2.0,3,11,46,2,1.0,1.0,2.142857142857143
2025-11-18,B+,HOS008,2,1,1.0,1,11,47,2,4.0,2.0,2.5714285714285716
2025-11-26,B+,HOS008,3,1,1.0,2,11,48,2,2.0,2.0,2.5714285714285716
2026-01-20,B+,HOS008,5,2,1.0,1,1,4,2,3.0,7.0,2.7142857142857144
2026-02-16,B+,HOS008,3,1,1.0,0,2,8,2,5.0,1.0,2.4285714285714284
2026-03-11,B+,HOS008,7,1,3.0,2,3,11,2,3.0,1.0,2.7142857142857144
2026-04-20,B+,HOS008,6,1,2.0,0,4,17,2,7.0,1.0,3.5714285714285716
2026-04-25,B+,HOS008,8,1,2.0,5,4,17,2,6.0,4.0,4.285714285714286
2025-07-02,B+,HOS009,1,1,0.0,2,7,27,2,0.0,0.0,0.0
2025-07-28,B+,HOS009,2,1,1.0,0,7,31,2,1.0,0.0,1.0
2025-08-23,B+,HOS009,2,1,1.0,5,8,34,2,2.0,0.0,1.5
2025-10-08,B+,HOS009,2,1,1.0,2,10,41,2,2.0,0.0,1.6666666666666667
2025-10-14,B+,HOS009,1,1,0.0,1,10,42,2,2.0,0.0,1.75
2025-11-08,B+,HOS009,4,1,1.0,5,11,45,2,1.0,0.0,1.6
2025-12-27,B+,HOS009,2,1,1.0,5,12,52,2,4.0,0.0,2.0
2026-01-04,B+,HOS009,2,1,1.0,6,1,1,2,2.0,1.0,2.0
2026-01-17,B+,HOS009,2,1,0.0,5,1,3,2,2.0,2.0,2.142857142857143
2026-02-09,B+,HOS009,3,1,1.0,0,2,7,2,2.0,2.0,2.142857142857143
2026-02-24,B+,HOS009,2,1,0.0,1,2,9,2,3.0,2.0,2.2857142857142856
2026-03-02,B+,HOS009,4,1,1.0,0,3,10,2,2.0,1.0,2.2857142857142856
2026-03-13,B+,HOS009,4,1,1.0,4,3,11,2,4.0,4.0,2.7142857142857144
2026-03-19,B+,HOS009,2,1,0.0,3,3,12,2,4.0,2.0,2.7142857142857144
2026-03-26,B+,HOS009,4,1,2.0,3,3,13,2,2.0,2.0,2.7142857142857144
2025-05-07,B+,HOS010,6,1,2.0,2,5,19,2,0.0,0.0,0.0
2025-05-10,B+,HOS010,3,1,1.0,5,5,19,2,6.0,0.0,6.0
2025-05-14,B+,HOS010,4,1,1.0,2,5,20,2,3.0,0.0,4.5
2025-06-15,B+,HOS010,4,1,1.0,6,6,24,2,4.0,0.0,4.333333333333333
2025-06-26,B+,HOS010,4,1,1.0,3,6,26,2,4.0,0.0,4.25
2025-06-28,B+,HOS010,2,1,0.0,5,6,26,2,4.0,0.0,4.2
2025-07-18,B+,HOS010,1,1,0.0,4,7,29,2,2.0,0.0,3.8333333333333335
2025-07-31,B+,HOS010,1,1,0.0,3,7,31,2,1.0,6.0,3.4285714285714284
2025-08-16,B+,HOS010,1,1,0.0,5,8,33,2,1.0,3.0,2.7142857142857144
2025-08-21,B+,HOS010,9,2,1.0,3,8,34,2,1.0,4.0,2.4285714285714284
2025-08-22,B+,HOS010,3,1,1.0,4,8,34,2,9.0,4.0,3.142857142857143
2025-09-12,B+,HOS010,8,2,2.0,4,9,37,2,3.0,4.0,3.0
2025-09-22,B+,HOS010,2,1,1.0,0,9,39,2,8.0,2.0,3.5714285714285716
2025-09-25,B+,HOS010,1,1,0.0,3,9,39,2,2.0,1.0,3.5714285714285716
2025-10-14,B+,HOS010,2,1,1.0,1,10,42,2,1.0,1.0,3.5714285714285716
2025-10-22,B+,HOS010,8,1,2.0,2,10,43,2,2.0,1.0,3.7142857142857144
2025-10-28,B+,HOS010,1,1,0.0,1,10,44,2,8.0,9.0,4.714285714285714
2025-11-21,B+,HOS010,1,1,0.0,4,11,47,2,1.0,3.0,3.5714285714285716
2026-01-23,B+,HOS010,2,1,0.0,4,1,4,2,1.0,8.0,3.2857142857142856
2026-03-02,B+,HOS010,4,1,1.0,0,3,10,2,2.0,2.0,2.4285714285714284
2025-05-16,B+,HOS011,3,1,1.0,4,5,20,2,0.0,0.0,0.0
2025-06-06,B+,HOS011,4,1,1.0,4,6,23,2,3.0,0.0,3.0
2025-06-10,B+,HOS011,2,1,1.0,1,6,24,2,4.0,0.0,3.5
2025-06-26,B+,HOS011,3,2,0.0,3,6,26,2,2.0,0.0,3.0
2025-07-20,B+,HOS011,7,1,2.0,6,7,29,2,3.0,0.0,3.0
2025-08-17,B+,HOS011,2,1,0.0,6,8,33,2,7.0,0.0,3.8
2025-08-30,B+,HOS011,2,1,0.0,5,8,35,2,2.0,0.0,3.5
2025-09-04,B+,HOS011,4,1,1.0,3,9,36,2,2.0,3.0,3.2857142857142856
2025-09-21,B+,HOS011,5,1,2.0,6,9,38,2,4.0,4.0,3.4285714285714284
2025-09-26,B+,HOS011,3,1,1.0,4,9,39,2,5.0,2.0,3.5714285714285716
2025-11-07,B+,HOS011,2,1,1.0,4,11,45,2,3.0,3.0,3.7142857142857144
2025-11-28,B+,HOS011,4,1,1.0,4,11,48,2,2.0,7.0,3.5714285714285716
2025-12-03,B+,HOS011,6,2,0.5,2,12,49,2,4.0,2.0,3.142857142857143
2025-12-10,B+,HOS011,4,1,1.0,2,12,50,2,6.0,2.0,3.7142857142857144
2025-12-15,B+,HOS011,3,1,1.0,0,12,51,2,4.0,4.0,4.0
2025-12-18,B+,HOS011,7,1,2.0,3,12,51,2,3.0,5.0,3.857142857142857
2025-12-19,B+,HOS011,3,1,1.0,4,12,51,2,7.0,3.0,4.142857142857143
2025-12-24,B+,HOS011,2,1,0.0,2,12,52,2,3.0,2.0,4.142857142857143
2026-01-08,B+,HOS011,2,1,0.0,3,1,2,2,2.0,4.0,4.142857142857143
2026-01-21,B+,HOS011,2,1,1.0,2,1,4,2,2.0,6.0,3.857142857142857
2026-01-25,B+,HOS011,12,1,3.0,6,1,4,2,2.0,4.0,3.2857142857142856
2026-02-26,B+,HOS011,3,1,1.0,3,2,9,2,12.0,3.0,4.428571428571429
2026-03-08,B+,HOS011,1,1,0.0,6,3,10,2,3.0,7.0,4.428571428571429
2026-03-15,B+,HOS011,4,1,1.0,6,3,11,2,1.0,3.0,3.5714285714285716
2026-04-02,B+,HOS011,2,1,0.0,3,4,14,2,4.0,2.0,3.7142857142857144
2025-06-01,B+,HOS012,2,1,1.0,6,6,22,2,0.0,0.0,0.0
2025-06-02,B+,HOS012,6,1,2.0,0,6,23,2,2.0,0.0,2.0
2025-06-04,B+,HOS012,4,1,1.0,2,6,23,2,6.0,0.0,4.0
